申報種類,交易標的種類,土地數量,建物數量,車位數量,幾房,幾廳,幾衛,有無隔間,建物型態,房地總價,土地總價,建物總價,車位總價,有無管理組織,交易日期,備註欄,行政區代碼,代表段號,土地移轉面積,代表地號都市土地使用分區,代表地號非都市土地使用分區,代表地號非都市土地使用地,建物移轉面積,代表建號主要用途,代表建號主要建材,代表建號總層數,代表建號建築完成日期,代表建號屋齡,代表建號層次,車位總價格,車位總持分面積,代表地號或門牌,行政區,地段,代表地號,代表建號,特殊交易態樣說明
買賣,房地(土地+建物),1,1,,2,1,2,有,透天厝,"4,800,000",,,,無,1111101,,小港區,桂林段,64,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,84.36,住商用,加強磚造,2,630916,48,一層;二層;騎樓;,,,桂陽路175巷1弄21號,小港區,桂林段,2730000,74000,
買賣,房地(土地+建物),1,1,,2,2,2,有,華廈(10層含以下有電梯),"4,800,000",,,,有,1110826,,小港區,店鎮段,19.34,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,105.58,住家用,鋼筋混凝土造,10,851004,26,九層;,,,店北路29號九樓,小港區,店鎮段,6980000,4949000,
買賣,房地(土地+建物),2,1,,2,2,2,有,華廈(10層含以下有電梯),"4,700,000",,,,有,1111002,,小港區,桂林段,8.55,其他-第二種商業區,無使用分區資料,無土地編定使用地類別資料,98.15,住家用,鋼筋混凝土造,8,800724,31,四層;,,,桂江街145號四樓,小港區,桂林段,1040000,1114000,
買賣,房地(土地+建物),2,1,,3,2,2,有,透天厝,"4,700,000",,,,無,1110923,,小港區,孔宅段,87,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,82.32,住家用,加強磚造,2,631205,48,一層;二層;,,,孔鳳路43巷48號,小港區,孔宅段,10000000,439000,
買賣,房地(土地+建物)+車位,1,1,1,3,1,2,有,華廈(10層含以下有電梯),"4,660,000",,,,有,1110805,,小港區,鳳宮段,17,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,116.07,住家用,鋼筋混凝土造,9,840125,28,七層;,0,0,店中路84之3號七樓,小港區,鳳宮段,1670000,1626000,
買賣,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"4,600,000",,,,無,1111006,,小港區,大業段,26.75,其他-第二種特定商業專用區,無使用分區資料,無土地編定使用地類別資料,63.75,無建物主要用途資料,鋼筋混凝土造,4,680731,43,二層;,,,義興街2之5號,小港區,大業段,420000,445000,0304.其他增建
買賣,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"4,600,000",,,,有,1111123,,小港區,松華段,41.9,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,139.2,住家用,鋼筋混凝土造,5,880715,,二層;,,,松信路23號二樓,小港區,松華段,200000,406000,
買賣,房地(土地+建物),1,1,,3,2,2,有,華廈(10層含以下有電梯),"4,580,000",,,,有,1111012,,小港區,宏明段,14.02,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,100.65,住家用,鋼筋混凝土造,9,931111,18,三層;,,,宏信街56號三樓,小港區,宏明段,2190000,3126000,
買賣,房地(土地+建物),1,1,,2,2,2,有,公寓(5樓含以下無電梯),"4,550,000",,,,無,1110918,,小港區,港興段,25.17,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,71.99,住家用,鋼筋混凝土造,4,670430,44,三層;,,,小港路90巷1弄2號三樓,小港區,港興段,5460000,612000,0102.傢俱設備費
買賣,房地(土地+建物),2,1,,6,0,6,有,公寓(5樓含以下無電梯),"4,500,000",,,,無,1110930,,小港區,店子後段,54.8,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,115.81,住家用,鋼筋混凝土造,4,670601,44,四層;,,,學府路168巷47弄7號四樓,小港區,店子後段,10250001,172000,
買賣,房地(土地+建物),1,1,,3,2,2,有,華廈(10層含以下有電梯),"4,500,000",,,,有,1111004,,小港區,青島段一小段,55.39,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,173.3,住家用,鋼筋混凝土造,6,920708,19,三層;,,,廠邊一路17號三樓,小港區,青島段一小段,7400000,888000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物),1,1,,4,2,2,有,住宅大樓(11層含以上有電梯),"4,500,000",,,,有,1110928,,小港區,孔宅段,24.02,其他-第二種住宅區,無使用分區資料,無土地編定使用地類別資料,142.07,住家用,鋼筋混凝土造,14,830215,29,十一層;,,,旭日街24號十一樓,小港區,孔宅段,2770000,902000,
買賣,房地(土地+建物),1,1,,4,2,2,有,透天厝,"4,500,000",,,,無,1111017,,小港區,坪鳳段,49.06,其他-第二種住宅區,無使用分區資料,無土地編定使用地類別資料,93.94,住商用,鋼筋混凝土造,3,1021205,9,一層;二層;三層;屋頂突出物;見其它登記事項;,,,高坪二十二路535號,小港區,坪鳳段,4300002,1088000,
買賣,房地(土地+建物),2,1,,3,2,2,有,透天厝,"4,500,000",,,,無,1111114,土地買賣價金440萬 建物買賣價金10萬,小港區,桂林段,64,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,84.36,住商用,加強磚造,2,631112,48,一層;二層;騎樓;,,,桂陽路175巷6弄54號,小港區,桂林段,6760000,210000,
買賣,房地(土地+建物),1,1,,2,2,2,有,華廈(10層含以下有電梯),"4,460,000",,,,有,1111025,,小港區,中厝段,17.8,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,110.97,住家用,鋼筋混凝土造,8,831116,28,八層;,,,中安路286號八樓,小港區,中厝段,6390000,1183000,
買賣,房地(土地+建物),1,1,,1,1,1,有,公寓(5樓含以下無電梯),"4,450,000",,,,無,1110921,,小港區,青島段一小段,30.09,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,86.44,無建物主要用途資料,鋼筋混凝土造,5,710810,40,一層;騎樓;,,,宏平路514號,小港區,青島段一小段,13370001,143000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,土地,1,0,,,,,有,,"4,407,300",,,,無,1111106,(兄弟之間買賣),小港區,坪頂段,145.36,其他-第一種住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,坪頂段 5-7 地號,小港區,坪頂段,50007,,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物),1,1,,2,1,1,有,住宅大樓(11層含以上有電梯),"4,300,000",,,,有,1111215,,小港區,港和段一小段,8.58,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,83.45,見其他登記事項,見其他登記事項,15,1101012,1,六層;,,,港信路52號六樓,小港區,港和段一小段,1580000,1418000,
買賣,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"4,200,000",,,,有,1110901,,小港區,孔宅段,8.29,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,81.44,住家用,鋼筋混凝土造,16,840126,28,二層;,,,高鳳路459巷1弄5號二樓,小港區,孔宅段,7440000,1441000,
買賣,房地(土地+建物),1,1,,3,2,2,有,住宅大樓(11層含以上有電梯),"4,000,000",,,,有,1111007,,小港區,孔宅段,19.04,其他-第二種住宅區,無使用分區資料,無土地編定使用地類別資料,112.46,住家用,鋼筋混凝土造,14,830215,29,十二層;,,,旭日街34號十二樓之2,小港區,孔宅段,2770000,973000,
買賣,房地(土地+建物),1,1,,4,2,2,有,公寓(5樓含以下無電梯),"4,000,000",,,,無,1111113,,小港區,港興段,32.5,其他-第二種特定商業專用區,無使用分區資料,無土地編定使用地類別資料,84.22,無建物主要用途資料,鋼筋混凝土造,4,711209,40,三層;,,,小港路90巷3弄22之1號,小港區,港興段,2150000,376000,0101.裝潢費0102.傢俱設備費0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物),1,1,,3,1,2,有,透天厝,"4,000,000",,,,無,1111001,,小港區,高鳳段,88,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,112.92,無建物主要用途資料,加強磚造,2,730425,38,一層;二層;騎樓;,,,松泰街120號,小港區,高鳳段,11120000,1194000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物),1,1,,2,2,2,有,公寓(5樓含以下無電梯),"4,000,000",,,,無,1111120,,小港區,大業段,32.42,其他-第二種特定商業專用區,無使用分區資料,無土地編定使用地類別資料,78.46,無建物主要用途資料,鋼筋混凝土造,4,680731,43,二層;,,,義興街14之1號,小港區,大業段,380000,571000,
買賣,房地(土地+建物),1,1,,4,2,3,有,透天厝,"4,000,000",,,,無,1110914,,小港區,港墘段,70,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,112.48,住家用,鋼筋混凝土造,2,770114,35,一層;二層;夾層;,,,崇明街10巷7號,小港區,港墘段,50004,1255000,0201.親友、員工、共有人或其他特殊關係間之交易0304.其他增建
買賣,房地(土地+建物),1,1,,5,2,3,有,透天厝,"3,980,000",,,,無,1110921,,小港區,港墘段,92,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,197.99,見其他登記事項,鋼筋混凝土造,4,730823,38,一層;二層;三層;四層;騎樓;地下層;,,,天順街48號,小港區,港墘段,1900008,992000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物),1,1,,3,2,2,有,華廈(10層含以下有電梯),"3,980,000",,,,無,1111013,,小港區,高松段一小段,17.45,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,94.77,住家用,鋼筋混凝土造,7,830729,28,六層;,,,學府路49號六樓,小港區,高松段一小段,11610000,2934000,
買賣,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"3,850,000",,,,無,1110917,陽台外移,小港區,高松段一小段,22.22,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,87.6,見其他登記事項,鋼筋混凝土造,5,741121,37,三層;,,,華盛街117之1號,小港區,高松段一小段,12050000,1622000,0304.其他增建
買賣,房地(土地+建物),2,1,,4,2,3,有,透天厝,"3,800,000",,,,無,1110910,"附冷氣及衣櫥
因屋況問題,賣方已相當折價予買方",小港區,朝興段,77.17,其他-特定住宅專用區,無使用分區資料,無土地編定使用地類別資料,94.8,住商用,加強磚造,2,650514,46,一層;二層;騎樓;,,,朝天街59號,小港區,朝興段,730000,12000,0304.其他增建
買賣,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"3,800,000",,,,無,1111016,,小港區,店鎮段,27,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,77.46,無建物主要用途資料,鋼筋混凝土造,5,701226,41,三層;,,,宮安街40號三樓,小港區,店鎮段,4320002,373000,0102.傢俱設備費
買賣,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"3,800,000",,,,無,1111019,,小港區,港和段二小段,50.65,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,160.04,住家用,鋼筋混凝土造,5,810408,31,五層;,,,鋼平街167巷8號五樓,小港區,港和段二小段,4240000,2500000,
買賣,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"3,750,000",,,,有,1110831,,小港區,港和段二小段,41.2,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,147.52,住家用,鋼筋混凝土造,5,830219,29,五層;,,,鋼平街176巷1號五樓,小港區,港和段二小段,3770000,2670000,
買賣,房地(土地+建物),5,1,,2,2,2,有,公寓(5樓含以下無電梯),"3,750,000",,,,有,1111018,,小港區,港和段二小段,78.24,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,86.75,住家用,鋼筋混凝土造,4,671101,44,四層;,,,鋼成街2之4號,小港區,港和段二小段,4350003,990000,0304.其他增建
買賣,土地,4,0,,,,,有,,"3,574,845",,,,無,1110916,,小港區,坪北段,73.18,其他-特定第一種住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,坪北段 295-2 地號,小港區,坪北段,2950002,,0701.政府機關標讓售
買賣,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"3,500,000",,,,有,1111015,,小港區,孔宅段,8.53,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,84.58,住家用,鋼筋混凝土造,16,840126,28,十四層;,,,高鳳路459巷1弄1號十四樓,小港區,孔宅段,7440000,1425000,0102.傢俱設備費
買賣,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"3,500,000",,,,有,1111109,,小港區,港和段二小段,42.78,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,144.02,住家用,鋼筋混凝土造,5,790326,33,三層;,,,鋼平街168號三樓,小港區,港和段二小段,4230000,2356000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物),1,1,,3,1,2,有,華廈(10層含以下有電梯),"3,500,000",,,,有,1111110,,小港區,宏明段,20.92,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,126.25,住家用,鋼筋混凝土造,7,830705,28,七層;,,,青山街81號七樓,小港區,宏明段,910000,614000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物),4,1,,3,2,2,有,公寓(5樓含以下無電梯),"3,500,000",,,,無,1111105,,小港區,大業段,29.29,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,86.16,無建物主要用途資料,鋼筋混凝土造,5,701224,41,三層;,,,民益路73巷3之2號,小港區,大業段,5970000,786000,
買賣,房地(土地+建物),2,1,,3,2,2,有,公寓(5樓含以下無電梯),"3,500,000",,,,無,1111006,,小港區,二苓段,26.37,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,83.19,無建物主要用途資料,鋼筋混凝土造,4,731109,38,二層;,,,永義街92巷2弄26之1號,小港區,二苓段,13530000,2767000,
買賣,房地(土地+建物),1,1,,3,2,1,有,公寓(5樓含以下無電梯),"3,500,000",,,,無,1110912,,小港區,高松段,38.08,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,85.11,無建物主要用途資料,鋼筋混凝土造,5,730611,38,二層;,,,松金街52號二樓,小港區,高松段,1450000,1094000,
買賣,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"3,408,000",,,,有,1110822,,小港區,松華段,39.6,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,131.34,見其他登記事項,鋼筋混凝土造,5,880715,23,五層;,,,松富街67巷12號五樓,小港區,松華段,200000,310000,0102.傢俱設備費
買賣,房地(土地+建物),2,1,,3,2,2,有,公寓(5樓含以下無電梯),"3,400,000",,,,無,1111020,,小港區,鳳宮段,22.8,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,76.44,無建物主要用途資料,鋼筋混凝土造,5,701021,41,三層;,,,店中路48巷8之2號,小港區,鳳宮段,1370000,903000,
買賣,房地(土地+建物),1,1,,5,2,4,有,透天厝,"3,387,000",,,,無,1111017,,小港區,桂林段,63,其他-第二種住宅區,無使用分區資料,無土地編定使用地類別資料,171.2,住商用,鋼筋混凝土造,4,790112,33,一層;二層;三層;四層;騎樓;地下層;,,,桂華街252號,小港區,桂林段,770016,923000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物),1,1,,3,2,2,有,華廈(10層含以下有電梯),"3,360,000",,,,無,1110920,,小港區,港和段二小段,61.25,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,95.93,見其他登記事項,鋼筋混凝土造,4,681024,43,三層;,,,中船二村14之2號,小港區,港和段二小段,5070000,786000,
買賣,房地(土地+建物)+車位,2,1,1,3,2,2,有,公寓(5樓含以下無電梯),"3,360,000",,,,有,1111016,,小港區,港和段二小段,55.25,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,89.97,無建物主要用途資料,鋼筋混凝土造,5,700626,41,五層;,0,0,平和十路67之4號,小港區,港和段二小段,4640000,254000,
買賣,房地(土地+建物),1,1,,3,2,1,有,公寓(5樓含以下無電梯),"3,300,000",,,,無,1111010,房屋以現況點交，屋主不負滲漏水等瑕疵擔保責任,小港區,店鎮段一小段,19.87,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,78.52,無建物主要用途資料,鋼筋混凝土造,5,711110,40,四層;,,,崇文路58之2號,小港區,店鎮段一小段,13830000,570000,
買賣,土地,1,0,,,,,有,,"3,281,040",,,,無,1110915,,小港區,青島段一小段,42,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,青島段一小段 1046-0 地號,小港區,青島段一小段,10460000,,0701.政府機關標讓售
買賣,房地(土地+建物),1,1,,6,2,4,有,透天厝,"3,278,064",,,,無,1111202,,小港區,青島段三小段,79.12,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,196.26,住商用,鋼筋混凝土造,4,931105,18,一層;二層;三層;四層;屋頂突出物;騎樓;見其它登記事項;,,,廠橫路28之7號,小港區,青島段三小段,14060000,834000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,土地,1,0,,,,,有,,"3,221,500",,,,無,1110723,,小港區,中厝段,213,其他-農業區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,中厝段 728-0 地號,小港區,中厝段,7280000,,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"3,200,000",,,,無,1110915,,小港區,鳳宮段,22.5,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,68.6,無建物主要用途資料,鋼筋混凝土造,5,700706,41,三層;,,,店中路48巷34之2號,小港區,鳳宮段,1300000,33000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物),1,1,,2,2,1,有,透天厝,"3,150,000",,,,無,1111015,頂樓、2樓增建(有前後陽台),小港區,港墘段,57,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,50.82,無建物主要用途資料,加強磚造,1,560710,55,一層;騎樓;,,,平和路180巷6號,小港區,港墘段,5990000,731000,0304.其他增建
買賣,房地(土地+建物),2,1,,3,2,2,有,公寓(5樓含以下無電梯),"3,130,000",,,,無,1110910,"冷氣3台,冰箱1台,洗衣機1台",小港區,店鎮段一小段,19.64,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,93.82,無建物主要用途資料,鋼筋混凝土造,5,730619,38,五層;,,,金府路68巷1之4號,小港區,店鎮段一小段,15110000,1659000,0102.傢俱設備費
買賣,房地(土地+建物),1,1,,3,2,1,有,公寓(5樓含以下無電梯),"3,100,000",,,,無,1111030,,小港區,店鎮段一小段,24.53,其他-第三種特定商業專用區,無使用分區資料,無土地編定使用地類別資料,84.02,無建物主要用途資料,鋼筋混凝土造,5,720629,39,五層;,,,永順街190之4號,小港區,店鎮段一小段,10800000,843000,
買賣,房地(土地+建物),2,1,,3,2,2,有,公寓(5樓含以下無電梯),"3,100,000",,,,無,1111009,,小港區,店鎮段,26.2,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,81.27,無建物主要用途資料,鋼筋混凝土造,5,690610,42,二層;,,,宮仁街20號二樓,小港區,店鎮段,6940001,231000,
買賣,土地,1,0,,,,,有,,"3,092,700",,,,無,1111106,（兄弟之間買賣）,小港區,坪頂段,102,其他-第一種住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,坪頂段 5-9 地號,小港區,坪頂段,50009,,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物),4,1,,2,2,2,有,公寓(5樓含以下無電梯),"3,090,000",,,,無,1110912,屋況壁癌.滲漏水,小港區,店鎮段一小段,24.6,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,85.43,無建物主要用途資料,鋼筋混凝土造,5,721104,39,三層;,,,康莊路55巷10之1號,小港區,店鎮段一小段,11860000,1149000,
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,有,華廈(10層含以下有電梯),"3,040,000",,,,有,1110824,,小港區,高松段,32.73,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,203.98,住家用,鋼筋混凝土造,8,850730,26,六層;,0,0,漢民路541號六樓,小港區,高松段,110000,3173000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,土地,1,0,,,,,有,,"3,000,000",,,,無,1110819,,小港區,桂林段,176,其他-道路用地,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,桂林段 188-1 地號,小港區,桂林段,1880001,,0604.(包含)公共設施保留地(用地)
買賣,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"3,000,000",,,,無,1111213,,小港區,青島段二小段,35.6,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,99.33,無建物主要用途資料,鋼筋混凝土造,5,700819,41,五層;,,,廠前路73巷8弄2之4號,小港區,青島段二小段,1420000,507000,
買賣,房地(土地+建物),1,1,,3,3,3,有,透天厝,"3,000,000",,,,無,1111011,,小港區,港和段二小段,62,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,79.4,住家用,加強磚造,2,600710,51,一層;二層;,,,臨海新村67號,小港區,港和段二小段,7130000,1096000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物),9,1,,3,2,2,有,住宅大樓(11層含以上有電梯),"3,000,000",,,,有,1111121,本案全部稅費皆由買方支付,小港區,港和段二小段,25.91,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,128.27,見其他登記事項,鋼筋混凝土造,12,711228,40,三層;,,,平和九路75之2號,小港區,港和段二小段,4750000,1749000,0102.傢俱設備費0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物),1,1,,4,1,3,有,透天厝,"2,940,000",,,,無,1110917,,小港區,中厝段,62,其他-第二種住宅區,無使用分區資料,無土地編定使用地類別資料,93.96,住商用,加強磚造,2,640501,47,一層;二層;騎樓;,,,明聖街96巷34號,小港區,中厝段,3710000,52000,0201.親友、員工、共有人或其他特殊關係間之交易0302.頂樓加蓋
買賣,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"2,900,000",,,,無,1111113,,小港區,店鎮段,37.75,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,85.47,無建物主要用途資料,鋼筋混凝土造,5,701226,41,四層;,,,大業北路186巷2號四樓,小港區,店鎮段,4320003,385000,
買賣,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"2,880,000",,,,無,1111130,附冷氣一台,小港區,大業段,28.35,其他-第二種特定商業專用區,無使用分區資料,無土地編定使用地類別資料,76.38,無建物主要用途資料,鋼筋混凝土造,4,680731,43,四層;,,,義興街8之3號,小港區,大業段,410000,310000,0304.其他增建
買賣,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"2,800,000",,,,無,1110912,,小港區,港墘段,33.19,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,87.47,無建物主要用途資料,鋼筋混凝土造,5,700203,42,四層;,,,漢威街35之2號,小港區,港墘段,2430000,20000,
買賣,房地(土地+建物),1,1,,4,1,4,有,公寓(5樓含以下無電梯),"2,780,000",,,,無,1111208,騎樓外推,小港區,高鳳段,52.36,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,109.1,住商用,鋼筋混凝土造,4,670804,44,一層;騎樓;,,,松崗路142巷14號,小港區,高鳳段,710000,763000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,土地,3,0,,,,,有,,"2,780,000",,,,無,1110928,,小港區,丹山段,61.89,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,丹山段 618-0 地號,小港區,丹山段,6180000,,
買賣,土地,1,0,,,,,有,,"2,600,000",,,,無,1111103,,小港區,桂林段,49.77,其他-第二種住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,桂林段 69-14 地號,小港區,桂林段,690014,,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物),1,1,,3,1,1,有,公寓(5樓含以下無電梯),"2,600,000",,,,無,1110819,,小港區,高松段一小段,32.98,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,84.03,無建物主要用途資料,鋼筋混凝土造,5,730725,38,二層;,,,安和街115巷1之1號,小港區,高松段一小段,11170000,1275000,
買賣,土地,3,0,,,,,有,,"2,561,906",,,,無,1111212,,小港區,水庫段,419.69,其他-保護區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,水庫段 378-0 地號,小港區,水庫段,3780000,,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物),1,1,,3,1,2,有,透天厝,"2,529,200",,,,無,1111025,親屬間買賣節稅,小港區,桂林段,58,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,84.36,住商用,加強磚造,2,631112,48,一層;二層;騎樓;,,,桂陽路175巷3弄59號,小港區,桂林段,5860000,266000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物),1,1,,3,1,1,有,公寓(5樓含以下無電梯),"2,500,000",,,,無,1111005,陽台未登,小港區,港墘段,28.5,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,69.66,無建物主要用途資料,鋼筋混凝土造,5,701008,41,二層;,,,港福街32之2號,小港區,港墘段,380004,582000,
買賣,土地,1,0,,,,,有,,"2,500,000",,,,無,1111211,,小港區,丹山段,119,其他-第二種住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,丹山段 769-0 地號,小港區,丹山段,7690000,,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"2,500,000",,,,無,1111124,,小港區,店鎮段一小段,28.68,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,101.2,無建物主要用途資料,鋼筋混凝土造,5,721212,39,五層;,,,平治街7之3號,小港區,店鎮段一小段,13360000,1212000,
買賣,房地(土地+建物),2,1,,4,1,2,有,公寓(5樓含以下無電梯),"2,440,000",,,,無,1110912,,小港區,店鎮段一小段,27.46,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,131.64,無建物主要用途資料,鋼筋混凝土造,5,730619,38,一層;二層;騎樓;夾層;,,,平治街86號,小港區,店鎮段一小段,15110000,1661000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,土地,1,0,,,,,有,,"2,423,960",,,,無,1111012,,小港區,莊段,28,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,莊段 720-19 地號,小港區,莊段,7200019,,0701.政府機關標讓售
買賣,房地(土地+建物),1,1,,3,2,1,有,公寓(5樓含以下無電梯),"2,350,000",,,,無,1111125,,小港區,高鳳段,22.76,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,68.32,住家用,鋼筋混凝土造,4,670503,45,四層;騎樓;,,,松崗路114巷17之5號,小港區,高鳳段,940000,549000,
買賣,房地(土地+建物),1,1,,2,1,1,有,華廈(10層含以下有電梯),"2,300,000",,,,無,1110918,,小港區,宏明段,10.07,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,53.03,住家用,鋼筋混凝土造,5,850422,26,五層;,,,宏偉街68號五樓,小港區,宏明段,4980000,1401000,
買賣,房地(土地+建物),4,1,,4,2,2,有,公寓(5樓含以下無電梯),"2,200,000",,,,無,1111027,"因屋況問題,賣方已相當折價予買方",小港區,港和段二小段,63.96,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,88.07,住家用,鋼筋混凝土造,4,670425,45,四層;,,,平和南路150巷1號四樓,小港區,港和段二小段,550000,1369000,
