申報種類,交易標的種類,土地數量,建物數量,車位數量,幾房,幾廳,幾衛,有無隔間,建物型態,房地總價,土地總價,建物總價,車位總價,有無管理組織,交易日期,備註欄,行政區代碼,代表段號,土地移轉面積,代表地號都市土地使用分區,代表地號非都市土地使用分區,代表地號非都市土地使用地,建物移轉面積,代表建號主要用途,代表建號主要建材,代表建號總層數,代表建號建築完成日期,代表建號屋齡,代表建號層次,車位總價格,車位總持分面積,代表地號或門牌,行政區,地段,代表地號,代表建號,特殊交易態樣說明
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"7,580,000",,,"1,500,000",有,1070905,,左營區,果貿段,13.63,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,154.84,見其他登記事項,鋼筋混凝土造,15,1110329,0,十層;,"1,500,000",31.97,鼓山三路395號十樓之1,左營區,果貿段,1770000,7400000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"7,550,000",,,"1,700,000",有,1090724,,左營區,果貿段,12.2,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,143.5,見其他登記事項,鋼筋混凝土造,15,1110329,0,十三層;,"1,700,000",32.29,鼓山三路397號十三樓之1,左營區,果貿段,1770000,7305000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"7,550,000",,,"1,400,000",有,1080505,,左營區,果貿段,13.63,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,154.84,見其他登記事項,鋼筋混凝土造,15,1110329,0,六層;,"1,400,000",31.97,鼓山三路395號六樓之1,左營區,果貿段,1770000,7396000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,4,1,2,有,住宅大樓(11層含以上有電梯),"7,550,000",,,,有,1110927,,左營區,福民段,11.68,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,142.5,住家用,鋼筋混凝土造,20,850921,26,十五層;,0,0,重愛路45號十五樓之2,左營區,福民段,1810000,2061000,
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"7,530,000",,,"1,700,000",有,1090929,"讓渡日期:民國111年08月23日
金額:新台幣753萬元整",左營區,果貿段,12.2,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,143.5,見其他登記事項,鋼筋混凝土造,15,1110329,0,十二層;,"1,700,000",32.29,鼓山三路397號十二樓之1,左營區,果貿段,1770000,7304000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"7,500,000",,,,有,1111023,,左營區,果貿段,10.35,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,75.55,見其他登記事項,見其他登記事項,15,1090803,2,十二層;,,,桃子園路87號十二樓,左營區,果貿段,2150013,5977000,
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"7,500,000",,,"1,500,000",有,1081204,,左營區,後段,21.78,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,142.05,見其他登記事項,見其他登記事項,15,1110329,0,二層;,"1,500,000",25.37,海富路61巷9號二樓,左營區,後段,1130004,2324000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物),1,1,,4,0,4,有,華廈(10層含以下有電梯),"7,500,000",,,,有,1110912,,左營區,福民段,16.39,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,102.23,住家用,鋼筋混凝土造,7,830514,28,六層;,,,文自路878號六樓,左營區,福民段,2400000,313000,0102.傢俱設備費
買賣,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"7,500,000",,,,有,1110925,,左營區,福山段,7.68,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,78.43,住家用,鋼筋混凝土造,14,910930,20,九層;,,,重惠街80號九樓之1,左營區,福山段,5380000,4984000,
買賣,房地(土地+建物)+車位,1,1,1,2,2,1,有,住宅大樓(11層含以上有電梯),"7,500,000",,,,有,1111016,,左營區,新民段,8.74,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,91.57,住家用,鋼筋混凝土造,14,940202,18,四層;,0,10,重上街60號四樓之1,左營區,新民段,1610000,5225000,
買賣,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"7,500,000",,,,有,1111012,,左營區,福山段,6.12,其他-第五種商業區,無使用分區資料,無土地編定使用地類別資料,87.45,住家用,鋼筋混凝土造,15,940614,17,十層;,,,博愛四路401號十樓之3,左營區,福山段,3060000,5895000,
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,有,住宅大樓(11層含以上有電梯),"7,500,000",,,,有,1111118,,左營區,新民段,6.94,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,89.96,住家用,鋼筋混凝土造,15,970103,15,十五層;,0,9.89,崇德路58號十五樓,左營區,新民段,1730000,5992000,
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"7,500,000",,,,有,1110808,,左營區,後段,36.44,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,173.06,住家用,鋼筋混凝土造,13,991130,12,六層;,0,0,海景街323號六樓之3,左營區,後段,370000,1856000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物),1,1,,2,1,1,有,住宅大樓(11層含以上有電梯),"7,500,000",,,,有,1111114,,左營區,福山段,6.42,其他-第五種商業區,無使用分區資料,無土地編定使用地類別資料,93.18,住家用,見其他登記事項,15,1030716,8,二層;,,,文川路230號二樓,左營區,福山段,3240000,7475000,0101.裝潢費0102.傢俱設備費
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"7,450,000",,,"1,550,000",有,1090804,,左營區,果貿段,12.2,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,143.18,見其他登記事項,鋼筋混凝土造,15,1110329,0,七層;,"1,550,000",31.97,鼓山三路397號七樓之1,左營區,果貿段,1770000,7299000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"7,400,000",,,"1,350,000",有,1080503,,左營區,果貿段,13.85,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,159.05,見其他登記事項,鋼筋混凝土造,15,1110329,0,五層;,"1,350,000",32.29,啟文路1號五樓之3,左營區,果貿段,1770000,7255000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物),1,1,,2,1,1,有,住宅大樓(11層含以上有電梯),"7,400,000",,,,有,1111114,,左營區,新庄段十二小段,10.52,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,77.51,住家用,鋼筋混凝土造,13,1000714,11,三層;,,,太華街55號三樓,左營區,新庄段十二小段,12360000,5697000,0101.裝潢費0102.傢俱設備費
買賣,房地(土地+建物),1,1,,1,1,1,有,住宅大樓(11層含以上有電梯),"7,400,000",,,,有,1111011,,左營區,新庄段十三小段,5.88,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,81.26,住家用,鋼筋混凝土造,15,1031104,8,十五層;,,,保靖街53號十五樓之1,左營區,新庄段十三小段,15090000,6180000,0102.傢俱設備費
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"7,380,000",,,"1,500,000",有,1071227,,左營區,果貿段,13.17,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,153.19,見其他登記事項,鋼筋混凝土造,15,1110329,0,十層;,"1,500,000",31.97,鼓山三路393號十樓之6,左營區,果貿段,1770000,7526000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"7,340,000",,,"1,600,000",有,1070525,,左營區,果貿段,13.63,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,157.27,見其他登記事項,鋼筋混凝土造,15,1110329,0,十二層;,"1,600,000",31.97,鼓山三路395號十二樓之6,左營區,果貿段,1770000,7458000,0901.預售屋、或土地及建物分件登記案件1001.交易含多筆土地，有個別交易價格，本申報書申報之地號1101.交易標的含多棟(戶)建物，有個別交易價格，本申報書申報之主建號
買賣,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"7,300,000",,,,有,1111109,,左營區,福山段,5.93,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,81.7,見其他登記事項,見其他登記事項,15,1050322,7,十一層;,,,文天路122號十一樓之1,左營區,福山段,3420000,7848000,
買賣,房地(土地+建物),1,1,,3,2,2,有,住宅大樓(11層含以上有電梯),"7,300,000",,,,有,1111014,,左營區,福山段,14.81,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,123.1,住家用,鋼筋混凝土造,12,841211,27,八層;,,,大中二路486號八樓,左營區,福山段,5130000,1635000,
買賣,房地(土地+建物),1,1,,2,1,1,有,住宅大樓(11層含以上有電梯),"7,200,000",,,,有,1111122,,左營區,新民段,7.27,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,83.81,住家用,鋼筋混凝土造,15,970103,15,十層;,,,崇德路52號十樓,左營區,新民段,1730000,6015000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"7,200,000",,,,有,1111120,,左營區,果貿段,9.24,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,92.5,住家用,鋼筋混凝土造,15,970410,15,八層;,,,城峰路6號八樓之3,左營區,果貿段,60000,5442000,
買賣,房地(土地+建物)+車位,1,1,1,2,2,1,有,住宅大樓(11層含以上有電梯),"7,200,000",,,,有,1111120,"1.陽台增建主臥室
2.本屋以現況交屋，賣方已折價，買方同意賣方就本屋不須負擔滲漏水、壁癌等物之瑕疵擔保責任。",左營區,新庄段六小段,7.12,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,105.27,住家用,鋼筋混凝土造,22,840825,27,十一層;,0,0,新莊一路33號十一樓,左營區,新庄段六小段,9530000,1471000,0102.傢俱設備費0304.其他增建
買賣,房地(土地+建物),1,1,,5,2,2,有,透天厝,"7,200,000",,,,無,1110920,,左營區,新庄段六小段,72,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,86.48,無建物主要用途資料,加強磚造,2,700501,41,一層;二層;,,,重光路12巷18號,左營區,新庄段六小段,440000,365000,0303.夾層0304.其他增建
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,有,住宅大樓(11層含以上有電梯),"7,190,000",,,"1,500,000",有,1070718,,左營區,果貿段,13.17,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,153.37,見其他登記事項,鋼筋混凝土造,15,1110329,0,十二層;,"1,500,000",31.97,鼓山三路393號十二樓之10,左營區,果貿段,1770000,7584000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"7,180,000",,,"1,600,000",有,1070606,"讓渡日期:民國111年01月19日
金額:新台幣718萬元整",左營區,果貿段,13.74,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,161.7,見其他登記事項,鋼筋混凝土造,15,1110329,0,十四層;,"1,600,000",31.97,鼓山三路391號十四樓之5,左營區,果貿段,1770000,7642000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"7,180,000",,,,有,1111016,,左營區,果貿段,9.75,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,86.52,見其他登記事項,見其他登記事項,18,1091106,2,十一層;,,,桃子園路22號十一樓之7,左營區,果貿段,2150011,6498000,
買賣,房地(土地+建物)+車位,1,1,1,2,2,1,有,住宅大樓(11層含以上有電梯),"7,160,000",,,,有,1110919,,左營區,新庄段十三小段,8.6,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,96.22,住家用,鋼筋混凝土造,16,830530,28,十二層;,0,0,明華一路208號十二樓之1,左營區,新庄段十三小段,15140000,2057000,
買賣,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"7,150,000",,,,有,1111113,陽台加窗,左營區,福山段,6.5,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,100.22,住家用,鋼筋混凝土造,22,871110,24,十六層;,,,華夏路1339號十六樓之1,左營區,福山段,3640000,3953000,0304.其他增建
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"7,150,000",,,"1,350,000",有,1070703,,左營區,果貿段,13,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,152.11,見其他登記事項,鋼筋混凝土造,15,1110329,0,九層;,"1,350,000",30.7,鼓山三路393號九樓之10,左營區,果貿段,1770000,7581000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"7,150,000",,,,有,1110924,,左營區,新福段十小段,13.46,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,85.98,住家用,見其他登記事項,14,921017,19,三層;,,,文育路7號三樓之2,左營區,新福段十小段,1280000,499000,
買賣,房地(土地+建物)+車位,1,1,1,3,1,1,有,住宅大樓(11層含以上有電梯),"7,120,000",,,,有,1111117,,左營區,菜公段六小段,10.03,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,90.32,住家用,鋼筋混凝土造,15,950830,16,三層;,0,8.35,民族一路1030號三樓之1,左營區,菜公段六小段,10670000,4904000,0102.傢俱設備費
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"7,110,000",,,"1,600,000",有,1080409,"讓渡日期:民國109年08月04日
金額:新台幣790萬元整",左營區,果貿段,13.85,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,158.73,見其他登記事項,鋼筋混凝土造,15,1110329,0,十三層;,"1,600,000",31.97,啟文路1號十三樓之3,左營區,果貿段,1770000,7263000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"7,100,000",,,"1,600,000",有,1070614,,左營區,果貿段,13.74,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,161.7,見其他登記事項,鋼筋混凝土造,15,1110329,0,十三層;,"1,600,000",31.97,鼓山三路391號十三樓之5,左營區,果貿段,1770000,7641000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物),3,1,,3,2,2,有,住宅大樓(11層含以上有電梯),"7,100,000",,,,有,1111004,,左營區,福山段,8.85,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,101.77,住家用,鋼筋混凝土造,16,850212,27,五層;,,,文川路307號五樓之2,左營區,福山段,4820001,1771000,
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"7,070,000",,,"1,500,000",有,1070513,,左營區,果貿段,12.66,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,150.79,見其他登記事項,鋼筋混凝土造,15,1110329,0,六層;,"1,500,000",31.97,啟文路1號六樓之6,左營區,果貿段,1770000,7284000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"7,050,000",,,,有,1111002,,左營區,福山段,9.34,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,103.84,住家用,鋼筋混凝土造,16,840814,27,十二層;,0,0,華夏路1482號十二樓,左營區,福山段,2800000,1143000,
買賣,房地(土地+建物),1,1,,2,1,1,有,華廈(10層含以下有電梯),"7,050,000",,,,有,1111006,,左營區,新庄段十三小段,16.36,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,82.24,住家用,見其他登記事項,8,890921,22,三層;,,,立信路208號三樓,左營區,新庄段十三小段,13750000,4779000,
